r(1st stage) = 7014.279, v=8.347 time=0.0
r(1st stage) = 8158.154, v=7.330 time=0.048301072987571435
r(1st stage) = 8145.320, v=7.341 time=0.0483225687921943
r(1st stage) = 8132.477, v=7.351 time=0.04834406459681716
r(1st stage) = 8119.627, v=7.362 time=0.04836556040144002
r(1st stage) = 8106.769, v=7.372 time=0.04838705620606288
r(1st stage) = 8093.903, v=7.383 time=0.048408552010685744
r(1st stage) = 8081.029, v=7.394 time=0.04843004781530861
r(1st stage) = 8068.148, v=7.404 time=0.04845154361993147
r(1st stage) = 8055.260, v=7.415 time=0.04847303942455433
r(1st stage) = 8042.365, v=7.426 time=0.048494535229177196
r(1st stage) = 8029.463, v=7.436 time=0.048516031033800054
r(1st stage) = 8016.554, v=7.447 time=0.04853752683842292
r(1st stage) = 8003.638, v=7.458 time=0.048559022643045784
r(1st stage) = 7990.716, v=7.469 time=0.04858051844766864
r(1st stage) = 7977.787, v=7.479 time=0.048602014252291506
r(1st stage) = 7964.852, v=7.490 time=0.04862351005691437
r(1st stage) = 7951.912, v=7.501 time=0.04864500586153723
r(1st stage) = 7938.965, v=7.512 time=0.04866650166616009
r(1st stage) = 7926.012, v=7.523 time=0.04868799747078295
r(1st stage) = 7913.054, v=7.534 time=0.048709493275405816
r(1st stage) = 7900.090, v=7.545 time=0.04873098908002868
r(1st stage) = 7887.122, v=7.556 time=0.04875248488465154
r(1st stage) = 7874.148, v=7.567 time=0.0487739806892744
r(1st stage) = 7861.169, v=7.578 time=0.04879547649389727
r(1st stage) = 7848.185, v=7.589 time=0.048816972298520125
r(1st stage) = 7835.196, v=7.600 time=0.04883846810314299
r(1st stage) = 7822.204, v=7.611 time=0.048859963907765855
r(1st stage) = 7809.206, v=7.622 time=0.04888145971238871
r(1st stage) = 7796.205, v=7.633 time=0.04890295551701158
r(1st stage) = 7783.200, v=7.645 time=0.04892445132163444
r(1st stage) = 7770.191, v=7.656 time=0.0489459471262573
r(1st stage) = 7757.178, v=7.667 time=0.048967442930880165
r(1st stage) = 7744.162, v=7.678 time=0.04898893873550302
r(1st stage) = 7731.142, v=7.690 time=0.04901043454012589
r(1st stage) = 7718.120, v=7.701 time=0.04903193034474875
r(1st stage) = 7705.094, v=7.712 time=0.04905342614937161
r(1st stage) = 7692.066, v=7.724 time=0.049074921953994474
r(1st stage) = 7679.035, v=7.735 time=0.04909641775861734
r(1st stage) = 7666.002, v=7.746 time=0.0491179135632402
r(1st stage) = 7652.967, v=7.758 time=0.04913940936786306
r(1st stage) = 7639.929, v=7.769 time=0.049160905172485926
r(1st stage) = 7626.890, v=7.781 time=0.049182400977108784
r(1st stage) = 7613.849, v=7.792 time=0.04920389678173165
r(1st stage) = 7600.806, v=7.804 time=0.04922539258635451
r(1st stage) = 7587.763, v=7.815 time=0.04924688839097737
r(1st stage) = 7574.718, v=7.827 time=0.049268384195600236
r(1st stage) = 7561.672, v=7.838 time=0.049289880000223094
r(1st stage) = 7548.625, v=7.850 time=0.04931137580484596
r(1st stage) = 7535.578, v=7.862 time=0.04933287160946882
r(1st stage) = 7522.531, v=7.873 time=0.04935436741409168
r(1st stage) = 7509.483, v=7.885 time=0.049375863218714545
r(1st stage) = 7496.436, v=7.897 time=0.04939735902333741
r(1st stage) = 7483.388, v=7.908 time=0.04941885482796027
r(1st stage) = 7470.341, v=7.920 time=0.04944035063258313
r(1st stage) = 7457.295, v=7.932 time=0.049461846437206
r(1st stage) = 7444.250, v=7.944 time=0.049483342241828855
r(1st stage) = 7431.206, v=7.956 time=0.04950483804645172
r(1st stage) = 7418.162, v=7.967 time=0.04952633385107458
r(1st stage) = 7405.121, v=7.979 time=0.04954782965569744
r(1st stage) = 7392.081, v=7.991 time=0.04956932546032031
r(1st stage) = 7379.043, v=8.003 time=0.049590821264943165
r(1st stage) = 7366.006, v=8.015 time=0.04961231706956603
r(1st stage) = 7352.973, v=8.027 time=0.049633812874188894
r(1st stage) = 7339.941, v=8.039 time=0.04965530867881175
r(1st stage) = 7326.913, v=8.051 time=0.04967680448343462
r(1st stage) = 7313.887, v=8.063 time=0.04969830028805748
r(1st stage) = 7300.864, v=8.075 time=0.04971979609268034
r(1st stage) = 7287.845, v=8.087 time=0.049741291897303204
r(1st stage) = 7274.829, v=8.099 time=0.04976278770192607
r(1st stage) = 7261.817, v=8.111 time=0.049784283506548926
r(1st stage) = 7248.809, v=8.123 time=0.04980577931117179
r(1st stage) = 7235.806, v=8.136 time=0.04982727511579465
r(1st stage) = 7222.806, v=8.148 time=0.049848770920417514
r(1st stage) = 7209.812, v=8.160 time=0.04987026672504038
r(1st stage) = 7196.822, v=8.172 time=0.049891762529663236
r(1st stage) = 7183.837, v=8.184 time=0.0499132583342861
r(1st stage) = 7170.858, v=8.197 time=0.049934754138908966
r(1st stage) = 7157.884, v=8.209 time=0.04995624994353182
r(1st stage) = 7144.916, v=8.221 time=0.04997774574815469
r(1st stage) = 7131.954, v=8.234 time=0.04999924155277755
r(1st stage) = 7118.998, v=8.246 time=0.05002073735740041
r(1st stage) = 7106.049, v=8.258 time=0.050042233162023275
r(1st stage) = 7093.107, v=8.271 time=0.05006372896664614
r(1st stage) = 7080.171, v=8.283 time=0.050085224771269
r(1st stage) = 7067.243, v=8.296 time=0.05010672057589186
r(1st stage) = 7054.322, v=8.308 time=0.05012821638051472
r(1st stage) = 7041.408, v=8.320 time=0.050149712185137585
r(1st stage) = 7028.503, v=8.333 time=0.05017120798976045
r(1st stage) = 7015.606, v=8.345 time=0.05019270379438331
r(1st stage) = 7002.717, v=8.358 time=0.05021419959900617
r(1st stage) = 6989.836, v=8.371 time=0.05023569540362904
r(1st stage) = 6976.965, v=8.383 time=0.050257191208251895
r(1st stage) = 6964.102, v=8.396 time=0.05027868701287476
r(1st stage) = 6951.249, v=8.408 time=0.050300182817497624
r(1st stage) = 6938.406, v=8.421 time=0.05032167862212048
r(1st stage) = 6925.572, v=8.433 time=0.050343174426743346
r(1st stage) = 6912.749, v=8.446 time=0.05036467023136621
r(1st stage) = 6899.936, v=8.459 time=0.05038616603598907
r(1st stage) = 6887.133, v=8.471 time=0.050407661840611934
r(1st stage) = 6874.342, v=8.484 time=0.05042915764523479
r(1st stage) = 6861.561, v=8.497 time=0.050450653449857656
r(1st stage) = 6848.792, v=8.510 time=0.05047214925448052
r(1st stage) = 6836.034, v=8.522 time=0.05049364505910338
r(1st stage) = 6823.289, v=8.535 time=0.05051514086372624
r(1st stage) = 6810.555, v=8.548 time=0.05053663666834911
r(1st stage) = 6797.834, v=8.561 time=0.050558132472971966
r(1st stage) = 6785.125, v=8.574 time=0.05057962827759483
r(1st stage) = 6772.430, v=8.586 time=0.050601124082217695
